A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,Attack
7,7,336,336,48,48,48,0,48,48,48,0,10.02123981,0.208775829,5158274.692,15600000,56900000,57521,67000000,11200000,22500000,57000000,1999900,67000000,11200000,22500000,57000000,1999858,0,0,0,0,-167770490,-167770490,0.104387915,0.104387915,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,-167770490,0,0,0,0,0,0,7,336,7,336,-1,-1,6,-83885313,10100000,0,10100000,10100000,56900000,0,56900000,56900000,1
7,7,336,336,48,48,48,0,48,48,48,0,10.16937103,0.211861896,5083137.154,15300000,55900000,80807,66000000,11000000,22000000,56000000,1999871,66000000,11000000,22000000,56000000,1999720,0,0,0,0,-83885133,-83885133,0.105930948,0.105930948,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,-83885133,0,0,0,0,0,0,7,336,7,336,-1,-1,6,-83885313,10100000,0,10100000,10100000,55900000,0,55900000,55900000,1
7,7,336,336,48,48,48,0,48,48,48,0,9.874767958,0.205724332,5234787.077,15900000,57900000,52207,68000000,11300000,22900000,58000000,1999914,68000000,11300000,22900000,58000000,1999892,0,0,0,0,-167770490,-167770490,0.102862166,0.102862166,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,-167770490,0,0,0,0,0,0,7,336,7,336,-1,-1,6,-83885313,10100000,0,10100000,10100000,57900000,0,57900000,57900000,1
17,10,1876,2448,296,0,110.3529412,118.8864696,424,0,244.8,164.9544045,225.0086265,1.405002987,739116.9615,2589462.489,11000000,1,19200000,1201065.063,3253263.006,11000000,1,8013432,890381.3333,2670249.674,8011047,3,0,0,0,0,364,224,0.88463151,0.520371477,0,424,154.4285714,150.2561834,22576.92063,0,0,0,1,0,0,0,0,0,160.1481481,110.3529412,244.8,364,0,0,0,0,0,0,17,1876,10,2448,8192,2050,15,20,216259,0,216259,216259,7796965,0,7796965,7796965,1
1,1,6,6,6,6,6,0,6,6,6,0,179104.4776,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14925.37313,14925.37313,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,251,2050,0,20,0,0,0,0,0,0,0,0,1
8,8,384,384,48,48,48,0,48,48,48,0,9.360597112,0.19501244,5469736.533,14900000,58000000,45148,82000000,11700000,20900000,58000000,1999946,82000000,11700000,20900000,58000000,1999775,0,0,0,0,-167770400,-167770400,0.09750622,0.09750622,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,-167770400,0,0,0,0,0,0,8,384,8,384,-1,-1,7,-83885313,5045339.5,7070699.409,10000000,45600,36000000,31100000,58000000,14000000,1
8,7,384,336,48,48,48,0,48,48,48,0,9.586266204,0.199713879,5364817.786,15500000,58900000,111385,75000000,10700000,21300000,59000000,1983726,75000000,12500000,22800000,59000000,1984038,0,0,0,0,-83885125,188,0.106514069,0.09319981,48,48,48,0,0,0,0,0,0,0,0,0,0,0,51.2,48,48,-83885125,0,0,0,0,0,0,8,384,7,336,-1,-1,7,-83885313,5104205,7059725.819,10100000,112225,32400000,37500000,58900000,5897432,1
2,2,96,96,48,48,48,0,48,48,48,0,2.995596333,0.062408257,21400000,36800000,63900000,94123,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,52,52,0.031204128,0.031204128,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94301,0,94301,94301,63900000,0,63900000,63900000,1
5,5,240,240,48,48,48,0,48,48,48,0,59.82302853,1.246313094,891518.4444,1028932.974,1976326,23607,7999930,1999982.5,93.13968005,2000076,1999863,7999726,1999931.5,471.9918785,2000567,1999454,0,0,0,0,-83885221,-83885221,0.623156547,0.623156547,48,48,48,0,0,0,0,0,0,0,0,0,0,1,52.8,48,48,-83885221,0,0,0,0,0,0,5,240,5,240,-1,-1,4,-83885313,0,0,0,0,0,0,0,0,1
7,3,336,144,48,48,48,0,48,48,48,0,31.86066059,0.663763762,1673955.667,1522356.566,4906265,79834,15000000,2497469,1220940.975,4989700,1994473,15000000,7491083,3542582.346,9996067,4986099,0,0,0,0,-167770490,84,0.464634634,0.199129129,48,48,48,0,0,0,0,0,0,0,0,0,0,0,52.8,48,48,-167770490,0,0,0,0,0,0,7,336,3,144,-1,-1,6,-83885313,0,0,0,0,0,0,0,0,1
7,6,336,288,48,48,48,0,48,48,48,0,9.165962486,0.190957552,5673163.083,16500000,57900000,77932,68000000,11300000,22900000,58000000,1999921,68000000,13600000,24800000,58000000,1998940,0,0,0,0,-167770494,-83885181,0.102823297,0.088134255,48,48,48,0,0,0,0,0,0,0,0,0,0,0,51.69230769,48,48,-167770494,0,0,0,0,0,0,7,336,6,288,-1,-1,6,-83885313,10100000,0,10100000,10100000,57900000,0,57900000,57900000,1
9,9,432,432,48,48,48,0,48,48,48,0,10.15870245,0.211639634,5002954.824,13700000,55900000,50256,85000000,10600000,19100000,56000000,1999871,85000000,10600000,19100000,56000000,1999754,0,0,0,0,-83885011,-83885011,0.105819817,0.105819817,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.66666667,48,48,-83885011,0,0,0,0,0,0,9,432,9,432,-1,-1,8,-83885313,6050324,5656704.343,10100000,2050430,36400000,27600000,55900000,16900000,1
7,6,336,288,48,48,48,0,48,48,48,0,9.166024555,0.190958845,5673124.667,16500000,57900000,77446,68000000,11300000,22900000,58000000,1999898,68000000,13600000,24800000,58000000,1998891,0,0,0,0,-167770494,-83885181,0.102823993,0.088134851,48,48,48,0,0,0,0,0,0,0,0,0,0,0,51.69230769,48,48,-167770494,0,0,0,0,0,0,7,336,6,288,-1,-1,6,-83885313,10100000,0,10100000,10100000,57900000,0,57900000,57900000,1
7,7,336,336,48,48,48,0,48,48,48,0,10.0149797,0.20864541,5161499,15600000,56900000,99621,67000000,11200000,22500000,57000000,1999871,67000000,11200000,22500000,57000000,1999818,0,0,0,0,224,224,0.104322705,0.104322705,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,224,0,0,0,0,0,0,7,336,7,336,-1,-1,6,32,10100000,0,10100000,10100000,56900000,0,56900000,56900000,1
17,16,738,23488,259,0,43.41176471,96.96910515,4344,0,1468,1022.252089,20886.17526,28.45058134,36247.0625,89864.32492,460062,3,1159906,72494.125,117913.7972,460062,87,605487,40365.8,80196.05329,280989,47,0,0,0,0,552,520,14.65636008,13.79422126,0,4344,712.5294118,1001.152706,1002306.742,0,0,0,1,0,0,0,0,0,734.1212121,43.41176471,1468,552,0,0,0,0,0,0,17,738,16,23488,29200,70,3,32,0,0,0,0,0,0,0,0,1
105,134,1217,291540,752,0,11.59047619,79.66223109,4344,0,2175.671642,900.8294906,252497.7489,206.1332846,4871.613445,24769.27704,254774,0,1159444,11148.5,36662.61708,254861,1,810035,6090.488722,27241.78736,224526,2,0,0,0,0,3368,4296,90.56064803,115.5726365,0,4344,1219.820833,1270.500497,1614171.512,0,0,0,1,0,0,0,0,1,1224.924686,11.59047619,2175.671642,3368,0,0,0,0,0,0,105,1217,134,291540,29200,257,3,32,0,0,0,0,0,0,0,0,1
414,512,2413,1079693,1259,0,5.828502415,69.01375137,4344,0,2108.775391,831.2460069,933809.5698,799.0970031,1252.765405,8601.177312,96230,1,1158808,2805.830508,12794.35752,96485,1,1038498,2032.285714,11489.11711,100373,1,0,0,0,0,15456,16392,357.2636709,441.8333322,0,4344,1167.320388,1215.776602,1478112.747,0,0,0,1,0,0,0,0,1,1168.580994,5.828502415,2108.775391,15456,0,0,0,0,0,0,414,2413,512,1079693,29200,293,5,32,0,0,0,0,0,0,0,0,1
7,7,336,336,48,48,48,0,48,48,48,0,9.728109474,0.202668947,5313705.385,16100000,58900000,77460,69000000,11500000,23300000,59000000,1999883,69000000,11500000,23300000,59000000,1998849,0,0,0,0,224,224,0.101334474,0.101334474,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,224,0,0,0,0,0,0,7,336,7,336,-1,-1,6,32,10100000,0,10100000,10100000,58900000,0,58900000,58900000,1
8,8,384,384,48,48,48,0,48,48,48,0,8.530469181,0.177718108,6002014.533,15400000,58000000,30101,90000000,12900000,21300000,58000000,1999883,90000000,12900000,21300000,58000000,1999759,0,0,0,0,302,302,0.088859054,0.088859054,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,302,0,0,0,0,0,0,8,384,8,384,-1,-1,7,32,5030108,7070924.976,10000000,30209,40000000,25500000,58000000,22000000,1
23,31,813,29479,249,0,35.34782609,66.93185727,2864,0,950.9354839,797.3999388,3594.014042,6.406865122,159027.5283,858027.2271,5955802,0,6396040,290729.0909,1265540.017,5955819,1,8377537,279251.2333,1141745.941,5998981,1,0,0,0,0,480,632,2.728849959,3.678015163,0,2864,550.7636364,752.1769631,565770.1838,0,0,0,1,0,0,0,0,1,560.962963,35.34782609,950.9354839,480,0,0,0,0,0,0,23,813,31,29479,29200,70,22,20,440221,0,440221,440221,5955802,0,5955802,5955802,1
300,0,31752,0,227,42,105.84,58.83394011,0,0,0,0,345.1392921,3.260953251,307684.4114,2243201.117,32000000,0,92000000,307684.4114,2243201.117,32000000,0,0,0,0,0,0,0,0,0,0,7699,0,3.260953251,0,42,227,105.7541528,58.75468229,3452.112691,0,0,0,0,0,0,0,0,0,106.1066667,105.84,0,7699,0,0,0,0,0,0,300,31752,0,0,-1,-1,299,20,4059916.4,5387677.581,12200000,16,14300000,10600000,32000000,5000338,1
10,10,480,480,48,48,48,0,48,48,48,0,8.72013799,0.181669541,5794210.579,14700000,61900000,88516,110000000,12200000,20100000,62000000,1998927,110000000,12200000,20100000,62000000,1998899,0,0,0,0,-83885015,-83885015,0.090834771,0.090834771,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,-83885015,0,0,0,0,0,0,10,480,10,480,-1,-1,9,-83885313,4088253.667,3463750.605,6088415,88659,32600000,25900000,61900000,12900000,1
10,10,480,480,48,48,48,0,48,48,48,0,8.562908936,0.178393936,5900601.789,15900000,63900000,111430,112000000,12400000,21900000,64000000,1999889,112000000,12400000,21900000,64000000,1983499,0,0,0,0,354,354,0.089196968,0.089196968,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,354,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,7611773.5,10600000,15100000,111610,48400000,21900000,63900000,32900000,1
10,10,480,480,48,48,48,0,48,48,48,0,8.569713711,0.178535702,5895916.421,15900000,64000000,22189,112000000,12400000,21900000,64000000,1999947,112000000,12400000,21900000,64000000,1999798,0,0,0,0,342,342,0.089267851,0.089267851,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,342,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,7522497.5,10600000,15000000,22442,48500000,21900000,64000000,33000000,1
6,6,288,288,48,48,48,0,48,48,48,0,8.479832375,0.176663174,6175079.182,19800000,66000000,132,67900000,13600000,29300000,66000000,28488,67900000,13600000,29300000,66000000,28345,0,0,0,0,168,168,0.088331587,0.088331587,48,48,48,0,0,0,0,0,0,0,0,0,0,1,52,48,48,168,0,0,0,0,0,0,6,288,6,288,-1,-1,5,20,1928079,0,1928079,1928079,66000000,0,66000000,66000000,1
124,0,0,0,0,0,0,0,0,0,0,0,0,1.075118961,937691.6585,3514740.497,19100000,0,115000000,937691.6585,3514740.497,19100000,0,0,0,0,0,0,0,0,0,0,0,0,1.075118961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,-1,-1,0,0,3480649.4,4801337.634,9523703,1,14000000,5530559.806,19100000,6084067,1
23,0,5451,0,237,237,237,0,0,0,0,0,80.87699446,0.341253141,3063574.864,14400000,67400000,1,67400000,3063574.864,14400000,67400000,1,0,0,0,0,0,0,0,0,0,736,0,0.341253141,0,237,237,237,0,0,0,0,0,0,0,0,0,0,0,247.3043478,237,0,736,0,0,0,0,0,0,23,5451,0,0,-1,-1,22,32,19,0,19,19,67400000,0,67400000,67400000,1
4,4,192,192,48,48,48,0,48,48,48,0,5.997929121,0.124956857,9146013.857,24200000,64000000,3,64000000,21300000,37000000,64000000,3,64000000,21300000,37000000,64000000,3,0,0,0,0,80,80,0.062478428,0.062478428,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,97,0,97,97,64000000,0,64000000,64000000,1
49,30,2488,2870,194,0,50.7755102,65.99850545,348,0,95.66666667,106.8635396,47611.00794,701.9913451,1442.782051,6181.633566,40958,1,112537,2344.520833,8290.034309,45569,1,112182,3868.344828,11937.83692,50754,1,0,0,0,0,1592,976,435.4123533,266.5789918,0,348,66.975,85.85341865,7370.809494,0,0,0,1,0,0,0,0,0,67.82278481,50.7755102,95.66666667,1592,0,0,0,0,0,0,49,2488,30,2870,65535,269,22,32,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,53.3546752,37485,0,37485,37485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.6773376,26.6773376,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0,0,0,0,0,0,0,0,1
66,45,12294,14632,1292,0,186.2727273,248.6429968,3069,0,325.1555556,526.2669542,326.4930497,1.345938072,749730.5636,4690691.952,38200000,1,82500000,1268774.8,6066656.685,38200000,1,82500000,1874323.841,7327022.407,38200000,1,0,0,0,0,2128,1456,0.800287502,0.54565057,0,3069,240.4107143,388.7961914,151162.4784,0,0,0,1,0,0,0,0,0,242.5765766,186.2727273,325.1555556,2128,0,0,0,0,0,0,66,12294,45,14632,29200,2077,42,32,1586928.333,2354251.702,4291915,370,25900000,14800000,38200000,9516509,1
126,85,20666,32348,1293,0,164.015873,198.8348856,3069,0,380.5647059,434.7766927,443.4836496,1.76510073,569237.7143,4087643.045,38200000,1,120000000,956319.36,5271555.621,38200000,1,119000000,1422582.143,6397285.375,38200000,1,0,0,0,0,4048,2736,1.054041194,0.711059536,0,3069,250.0660377,332.0449141,110253.825,0,0,0,1,0,0,0,0,0,251.2511848,164.015873,380.5647059,4048,0,0,0,0,0,0,126,20666,85,32348,29200,2079,82,32,1174896.5,1951380.533,4081060,328,27700000,12500000,38200000,9673294,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0.108531026,10100000,21800000,59200000,1,111000000,10100000,21800000,59200000,1,0,0,0,0,0,0,0,0,0,0,0,0.108531026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,0,0,1461392.5,2039537.08,2903563,19222,53800000,7639223.161,59200000,48400000,1
9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5690627.843,13648.77161,78.5,213.5432761,817,1,1099,137.375,311.3826023,904,1,1006,201.2,348.2487617,817,3,0,0,0,0,304,208,8189.262966,5459.508644,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,1
4,3,298,247,286,0,74.5,141.0283659,241,0,82.33333333,137.442109,1981.234618,25.44705014,45846.83333,80725.85644,208279,73,275081,91693.66667,133740.9841,245165,73,37089,18544.5,16005.36199,29862,7227,0,0,0,0,92,72,14.54117151,10.90587863,0,286,68.125,121.2181475,14693.83929,0,0,0,1,0,0,0,0,0,77.85714286,74.5,82.33333333,92,0,0,0,0,0,0,4,298,3,247,8192,946,3,20,0,0,0,0,0,0,0,0,1
15,8,20532,36,2920,0,1368.8,1156.531897,6,0,4.5,2.777460299,26079.24957,29.16291036,35848.77273,125663.5437,567989,2,788673,56333.78571,155782.4808,567989,2,597723,85389,213177.6932,568199,3,0,0,0,0,324,184,19.01928936,10.14362099,0,2920,857,1126.818646,1269720.261,0,0,0,1,0,0,0,0,0,894.2608696,1368.8,4.5,324,0,0,0,0,0,0,15,20532,8,36,8192,389,13,20,0,0,0,0,0,0,0,0,1
1,1,6,6,6,6,6,0,6,6,6,0,101694.9153,16949.15254,118,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8474.576271,8474.576271,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,389,0,20,0,0,0,0,0,0,0,0,1
18,30,188,536,43,0,10.44444444,12.63153021,52,0,17.86666667,13.9004672,379.8612667,25.18417238,40552.31915,131742.2109,676414,1,1905906,112112.1176,217519.8593,679118,3,1905905,65720.86207,163730.7214,676465,1,0,0,0,0,408,624,9.444064641,15.74010774,0,52,14.7755102,13.81313582,190.8027211,0,0,0,1,0,0,0,0,1,15.08333333,10.44444444,17.86666667,408,0,0,0,0,0,0,18,188,30,536,8192,229,14,20,0,0,0,0,0,0,0,0,1
2,0,20,0,14,6,10,5.656854249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,6,14,11.33333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,17,10,0,40,0,0,0,0,0,0,2,20,0,0,229,-1,1,20,0,0,0,0,0,0,0,0,1
3,0,18,0,6,6,6,0,0,0,0,0,38216.56051,6369.426752,235.5,265.1650429,423,48,471,235.5,265.1650429,423,48,0,0,0,0,0,0,0,0,0,60,0,6369.426752,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,1
9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5529619.805,13262.59947,80.78571429,222.621161,851,1,1131,141.375,324.1621893,940,1,1043,208.6,363.0740971,851,3,0,0,0,0,304,208,7957.559682,5305.039788,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,1
9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5447735.192,13066.20209,82,219.2511731,840,0,1148,143.5,326.3959033,947,0,1040,208,357.8945375,840,3,0,0,0,0,304,208,7839.721254,5226.480836,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,1
96,0,10452,0,118,45,108.875,24.26921377,0,0,0,0,122.3479184,1.123746667,899247.4421,4365146.083,32000000,1,85400000,899247.4421,4365146.083,32000000,1,0,0,0,0,0,0,0,0,0,2496,0,1.123746667,0,45,118,108.2164948,24.99842779,624.9213918,0,0,0,0,0,0,0,0,0,109.34375,108.875,0,2496,0,0,0,0,0,0,96,10452,0,0,-1,-1,95,20,1752205,3504376.667,7008770,15,19600000,10200000,32000000,7995686,1
13,9,17832,0,2896,0,1371.692308,1145.773057,0,0,0,0,113992.0221,140.636187,7449.142857,33584.46378,154014,1,156270,13022.5,44403.72384,154014,1,156347,19543.375,54454.22027,154300,1,0,0,0,0,432,304,83.10320139,57.53298558,0,2896,775.3043478,1095.203196,1199470.04,0,0,0,1,0,0,0,0,0,810.5454545,1371.692308,0,432,0,0,0,0,0,0,13,17832,9,0,29200,395,9,32,0,0,0,0,0,0,0,0,1
1,3,0,2682,0,0,0,0,2065,0,894,1060.001415,81300000,121212.1212,11,15.58845727,29,2,0,0,0,0,0,4,2,0,2,2,0,0,0,0,32,96,30303.0303,90909.09091,0,2065,536.4,895.305702,801572.3,0,0,0,0,1,1,0,0,3,670.5,0,894,32,0,0,0,0,0,0,1,0,3,2682,395,229,0,32,0,0,0,0,0,0,0,0,1
22,25,176,436,43,0,8,12.33655042,50,0,17.44,15.81159912,2038.063839,156.5179746,6527.934783,21767.57326,114429,0,300230,14296.66667,36224.22068,124232,1,300158,12506.58333,35680.40733,156142,0,0,0,0,0,720,816,73.26373279,83.2542418,0,50,12.75,14.87894414,221.3829787,0,0,0,1,0,0,0,0,1,13.0212766,8,17.44,720,0,0,0,0,0,0,22,176,25,436,29200,227,12,32,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15384.61538,15384.61538,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0,0,0,0,0,0,0,0,1
2,2,6,6,6,0,3,4.242640687,6,0,3,4.242640687,1.183584161,0.394528054,3379565.333,5811389.216,10100000,103,48775,48775,0,48775,48775,10100000,10100000,0,10100000,10100000,0,0,0,0,52,52,0.197264027,0.197264027,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,3,3,52,0,0,0,0,0,0,2,6,2,6,8192,168,1,20,0,0,0,0,0,0,0,0,1
20,23,1344,4520,362,0,67.2,84.30246297,2836,0,196.5217391,596.301241,773.222656,5.669947852,180567.7143,543922.7299,3140621,1,7534438,396549.3684,775986.6962,3140655,189,7534949,342497.6818,727693.7187,3140682,4,0,0,0,0,648,744,2.637185048,3.032762805,0,2836,133.2727273,435.4833916,189645.7844,0,0,0,1,0,0,0,0,1,136.372093,67.2,196.5217391,648,0,0,0,0,0,0,20,1344,23,4520,29200,175,12,32,0,0,0,0,0,0,0,0,1
2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,317,-1,0,32,0,0,0,0,0,0,0,0,1
31,36,2382,6954,408,0,76.83870968,111.8925368,976,0,193.1666667,338.6926546,337.032861,2.418723403,419705.5,3213118.503,26100000,0,27700000,923352.1,4760986.98,26100000,3,27700000,790075.4857,4408744.375,26100000,0,0,0,0,0,644,744,1.119110828,1.299612575,0,976,137.2941176,263.021369,69180.24056,0,0,0,1,0,0,0,0,1,139.3432836,76.83870968,193.1666667,644,0,0,0,0,0,0,31,2382,36,6954,8192,245,29,20,857865,0,857865,857865,26100000,0,26100000,26100000,1
1,1,6,6,6,6,6,0,6,6,6,0,65217.3913,10869.56522,184,0,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5434.782609,5434.782609,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0,0,0,0,0,0,0,0,1
3,4,228,128,228,0,76,131.6358614,128,0,32,64,1882.114101,37.00786153,31524.83333,48772.8192,94709,1,94436,47218,66639.15727,94339,97,94878,31626,54774.37475,94874,1,0,0,0,0,104,136,15.86051208,21.14734944,0,228,44.5,86.62398216,7503.714286,0,0,0,1,0,0,0,0,1,50.85714286,76,32,104,0,0,0,0,0,0,3,228,4,128,29200,235,1,32,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,2642.007926,757,0,757,757,757,757,0,757,757,0,0,0,0,0,0,0,0,0,64,0,2642.007926,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,1
35,40,2686,6718,408,0,76.74285714,105.4269591,976,0,167.95,324.0117875,6120.184439,48.8104884,20764.25676,116260.7411,968108,0,1536555,45192.79412,185875.7994,1009777,2,568379,14573.82051,44004.27519,211279,0,0,0,0,0,724,824,22.77822792,26.03226048,0,976,123.7368421,248.8122381,61907.52982,0,0,0,1,0,0,0,0,1,125.3866667,76.74285714,167.95,724,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0,0,0,0,0,0,0,0,1
1,1,6,6,6,6,6,0,6,6,6,0,80000,13333.33333,150,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6666.666667,6666.666667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0,0,0,0,0,0,0,0,1
2,2,96,96,48,48,48,0,48,48,48,0,2.99558549,0.062408031,21400000,36800000,63900000,94073,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,40,40,0.031204016,0.031204016,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94073,0,94073,94073,63900000,0,63900000,63900000,1
3,0,148,0,135,6,49.33333333,74.19119445,0,0,0,0,12.06921565,0.244646263,6131301.5,8669897.762,12300000,758,12300000,6131301.5,8669897.762,12300000,758,0,0,0,0,0,0,0,0,0,60,0,0.244646263,0,6,135,38.5,64.33506043,4139,0,0,0,0,1,0,0,0,0,51.33333333,49.33333333,0,60,0,0,0,0,0,0,3,148,0,0,258,-1,2,20,0,0,0,0,12300000,0,12300000,12300000,1
2,2,96,96,48,48,48,0,48,48,48,0,2.906864163,0.06055967,22000000,38000000,65900000,50288,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,40,40,0.030279835,0.030279835,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,50288,0,50288,50288,65900000,0,65900000,65900000,1
2,2,96,96,48,48,48,0,48,48,48,0,2.908044366,0.060584258,22000000,38100000,66000000,23688,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,40,40,0.030292129,0.030292129,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23728,0,23728,23728,66000000,0,66000000,66000000,1
2,2,96,96,48,48,48,0,48,48,48,0,2.780786918,0.057933061,23000000,39800000,69000000,45127,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,40,40,0.02896653,0.02896653,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,45448,0,45448,45448,69000000,0,69000000,69000000,1
2,2,96,96,48,48,48,0,48,48,48,0,2.908045819,0.060584288,22000000,38100000,66000000,23665,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,40,40,0.030292144,0.030292144,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23766,0,23766,23766,66000000,0,66000000,66000000,1
2,2,96,96,48,48,48,0,48,48,48,0,2.780288283,0.057922673,23000000,39800000,68900000,57512,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,40,40,0.028961336,0.028961336,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,57563,0,57563,57563,68900000,0,68900000,68900000,1
